id,title,authors,published_date,query,collected_at
964,Fiona and Jane,"[""Jean Chen Ho""]",2023-01-03,new release fiction,2025-06-19T22:14:58.312032
965,Vagabonds!,"[""Eloghosa Osunde""]",2023-02-28,new release fiction,2025-06-19T22:14:58.312032
966,How Do I Feel?,"[""Rebekah Lipp"", ""Craig Phillips"", ""Nicola McCloy""]",2021,new release fiction,2025-06-19T22:14:58.312032
967,Devil House,"[""John Darnielle""]",2022-01-25,new release fiction,2025-06-19T22:14:58.312032
968,Five Tuesdays in Winter,"[""Lily King""]",2021-11-02,new release fiction,2025-06-19T22:14:58.312032
969,Phantom Game,"[""Christine Feehan""]",2022-03-01,new release fiction,2025-06-19T22:14:58.312032
970,"When I'm Gone, Look for Me in the East","[""Quan Barry""]",2022-02-22,new release fiction,2025-06-19T22:14:58.312032
971,A Ballad of Love and Glory,"[""Reyna Grande""]",2023-01-17,new release fiction,2025-06-19T22:14:58.312032
972,Other People's Clothes,"[""Calla Henkel""]",2022-02-01,new release fiction,2025-06-19T22:14:58.312032
973,A Novel Obsession,"[""Caitlin Barasch""]",2022-03-15,new release fiction,2025-06-19T22:14:58.312032
974,Booth,"[""Karen Joy Fowler""]",2023-02-07,new release fiction,2025-06-19T22:14:58.312032
975,Checkout 19,"[""Claire-Louise Bennett""]",2022-03-01,new release fiction,2025-06-19T22:14:58.312032
976,The High House,"[""Jessie Greengrass""]",2022-01-04,new release fiction,2025-06-19T22:14:58.312032
977,House of Hollow,"[""Krystal Sutherland""]",2022-03-01,new release fiction,2025-06-19T22:14:58.312032
978,The Leaving,"[""Jumi Bello""]",2022,new release fiction,2025-06-19T22:14:58.312032
979,The Club,"[""Ellery Lloyd""]",2022-03-01,new release fiction,2025-06-19T22:14:58.312032
980,I Love You But I've Chosen Darkness,"[""Claire Vaye Watkins""]",2021-10-05,new release fiction,2025-06-19T22:14:58.312032
981,Strangers I Know,"[""Claudia Durastanti""]",2022-02-01,new release fiction,2025-06-19T22:14:58.312032
982,Woman on Fire,"[""Lisa Barr""]",2022-03-25,new release fiction,2025-06-19T22:14:58.312032
983,Treading on Ashes,"[""Steve Heuzinkveld""]",2021-09-16,new release fiction,2025-06-19T22:14:58.312032
984,Vladimir,"[""Julia May Jonas""]",2022-02-23,new release fiction,2025-06-19T22:14:58.312032
985,Steal,"[""James Patterson"", ""Howard Roughan""]",2022-02-08,new release fiction,2025-06-19T22:14:58.312032
986,The Love of My Life,"[""Rosie Walsh""]",2023,new release fiction,2025-06-19T22:14:58.312032
987,7 FIGURE FICTION,"[""T. Taylor""]",2021-09-04,new release fiction,2025-06-19T22:14:58.312032
988,The Heart Of An Eye,"[""Iulia C. Bocaneala""]",2020-08-26,new release fiction,2025-06-19T22:14:58.312032
989,52 Award-Winning Titles Every Book Lover Should Read,"[""American Library Association (ALA)""]",2021-12-07,award winning books,2025-06-20T04:14:59.304811
990,Hyde,"[""Craig Russell""]",2024-09-17,award winning books,2025-06-20T04:14:59.304811
991,Begin Again,"[""Eddie S. Glaude Jr.""]",2020-06-30,award winning books,2025-06-20T04:14:59.304811
992,The Companion,"[""Katie Alender""]",2021-08-24,award winning books,2025-06-20T04:14:59.304811
993,How to Win Friends and Influence People,"[""N/A""]",2024-02-17,award winning books,2025-06-20T04:14:59.304811
994,What Strange Paradise,"[""Omar El Akkad""]",2021-07-20,award winning books,2025-06-20T04:14:59.304811
995,Harrow,"[""Joy Williams""]",2021-09-14,award winning books,2025-06-20T04:14:59.304811
996,The Ground Breaking,"[""Scott Ellsworth""]",2021-05-20,award winning books,2025-06-20T04:14:59.304811
997,The Sirens of Mars,"[""Sarah Stewart Johnson""]",2020-07-07,award winning books,2025-06-20T04:14:59.304811
998,Say Nothing,"[""Patrick Radden Keefe""]",2020-02-25,award winning books,2025-06-20T04:14:59.304811
999,Interior Chinatown,"[""Charles Yu""]",2020-11-17,award winning books,2025-06-20T04:14:59.304811
1000,Bring On the Birds,"[""Susan Stockdale""]",2023-05-02,award winning books,2025-06-20T04:14:59.304811
1001,Three Award-Winning Books. Three Kinds of Help.,"[""Harriet Hodgson""]",2024-09-19,award winning books,2025-06-20T04:14:59.304811
1002,"Fourth International Handbook of Globalisation, Education and Policy Research","[""Joseph Zajda""]",2024-12-04,award winning books,2025-06-20T04:14:59.304811
1003,It Happened One Summer,"[""Tessa Bailey""]",2021-07-13,romance,2025-06-20T10:15:00.288155
1004,Wolf,"[""Penelope Black""]",2023-09-23,romance,2025-06-20T10:15:00.288155
1005,The Ancient Romances,"[""Ben E. Perry""]",2023-07-28,romance,2025-06-20T10:15:00.288155
1006,"Historicizing the Enlightenment, Volume 2","[""Michael McKeon""]",2023-07-14,romance,2025-06-20T10:15:00.288155
1007,"The Stone Knife (The Songs of the Drowned, Book 1)","[""Anna Stephens""]",2020-11-26,fantasy,2025-06-20T16:15:01.110831
1008,The Black Coast,"[""Mike Brooks""]",2021-02-16,fantasy,2025-06-20T16:15:01.110831
1009,Beginner's Guide to Fantasy Drawing,"[""3dtotal Publishing""]",2020-02,fantasy,2025-06-20T16:15:01.110831
1010,On Writing and Worldbuilding,"[""Timothy Hickson""]",2023-11-23,fantasy,2025-06-20T16:15:01.110831
1011,The Year's Best Fantasy,"[""Paula Guran""]",2024-08-20,fantasy,2025-06-20T16:15:01.110831
1012,The Year's Best Dark Fantasy & Horror,"[""Paula Guran""]",2024-10-15,fantasy,2025-06-20T16:15:01.110831
1013,The Fantasy Literature of England,"[""Colin N. Manlove""]",2020-05-11,fantasy,2025-06-20T16:15:01.110831
1014,Historical Dictionary of Fantasy Literature,"[""Allen Stroud""]",2023-06-12,fantasy,2025-06-20T16:15:01.110831
1015,Project Hail Mary,"[""Andy Weir""]",2022-10-04,science fiction,2025-06-20T22:15:02.004113
1016,Plants in Science Fiction,"[""Katherine E. Bishop"", ""David Higgins"", ""Jerry M\u00e4\u00e4tt\u00e4""]",2020-05-01,science fiction,2025-06-20T22:15:02.004113
1017,The Measure,"[""Nikki Erlick""]",2023-06-20,science fiction,2025-06-20T22:15:02.004113
1018,Science Fiction,"[""Sherryl Vint""]",2021,science fiction,2025-06-20T22:15:02.004113
1019,The Self-Help Compulsion,"[""Beth Blum""]",2020-01-28,self-help,2025-06-21T04:15:03.049708
1020,The Plus,"[""Greg Gutfeld""]",2020-07-28,self-help,2025-06-21T04:15:03.049708
1021,How to Be Fine,"[""Jolenta Greenberg"", ""Kristen Meinzer""]",2020-03-17,self-help,2025-06-21T04:15:03.049708
1022,The Self Help Book,"[""Jared Graybeal""]",2021-01-19,self-help,2025-06-21T04:15:03.049708
1023,Self-Care for People with ADHD,"[""Sasha Hamdani""]",2023-01-03,self-help,2025-06-21T04:15:03.049708
1024,Self-Improvement,"[""Mark Coeckelbergh""]",2022-07-29,self-help,2025-06-21T04:15:03.049708
1025,How to Win Friends and Influence People,"[""N/A""]",2024-02-17,self-help,2025-06-21T04:15:03.049708
1026,The Mystery Book Mystery,"[""Wylly Folk St. John""]",2021-02-17,mystery,2025-06-21T10:15:04.197988
1027,Crime Hits Home,"[""S.J. Rozan""]",2022-04-19,mystery,2025-06-21T10:15:04.197988
1028,How to Write a Mystery,"[""Mystery Writers of America""]",2022-04-12,mystery,2025-06-21T10:15:04.197988
1029,Richard Scarry's Great Big Schoolhouse,"[""Richard Scarry""]",2025-07-01,mystery,2025-06-21T10:15:04.197988
1030,Murder Under Her Skin,"[""Stephen Spotswood""]",2022-10-11,mystery,2025-06-21T10:15:04.197988
1031,Say Nothing,"[""Patrick Radden Keefe""]",2020-02-25,mystery,2025-06-21T10:15:04.197988
1032,The Midnight Library: A GMA Book Club Pick,"[""Matt Haig""]",2020-09-29,mystery,2025-06-21T10:15:04.197988
1033,Murder in Chianti,"[""Camilla Trinchieri""]",2020-07-07,mystery,2025-06-21T10:15:04.197988
1034,The Mystery of Spirit,"[""George Robbins""]",2021-02-25,mystery,2025-06-21T10:15:04.197988
1035,The Mystery of Tally-ho Cottage,"[""Enid Blyton""]",2022-08-01,mystery,2025-06-21T10:15:04.197988
1036,The Gatehouse Mystery: Trixie Belden,"[""Julie Campbell""]",2025-06-03,mystery,2025-06-21T10:15:04.197988
1037,Antique Alibi (A Darla Digby Cozy Mystery—Book 2),"[""Fiona Grace""]",2025-06-27,mystery,2025-06-21T10:15:04.197988
1038,A Rachel Gift Mystery Bundle: Her Last Hope (#3) and Her Last Fear (#4),"[""Blake Pierce""]",2022-06-01,mystery,2025-06-21T10:15:04.197988
1039,U.S. History,"[""P. Scott Corbett"", ""Volker Janssen"", ""John M. Lund"", ""Todd Pfannestiel"", ""Sylvie Waskiewicz"", ""Paul Vickery""]",2024-09-10,history,2025-06-21T16:15:05.604313
1040,History Is Rich,"[""Shaun S. Nichols""]",2022-04-26,history,2025-06-21T16:15:05.604313
1041,The Television History Book,"[""Michele Hilmes"", ""Jason Jacobs""]",2021-03-11,history,2025-06-21T16:15:05.604313
1042,The History Book (Miles Kelly).,"[""MAKE BELIEVE IDEAS LTD. MAKE BELIEVE IDEAS LTD"", ""Simon Adams"", ""Philip Steele"", ""Stewart Ross"", ""Richard Platt""]",2023,history,2025-06-21T16:15:05.604313
1043,Ancient History-Based Writing Lessons [Student Book] (Sixth Edition),"[""Lori Verstegen""]",2021,history,2025-06-21T16:15:05.604313
1044,A Short History of the Vietnam War,"[""DK""]",2021-05-04,history,2025-06-21T16:15:05.604313
1045,Yesterday Is History,"[""Kosoko Jackson""]",2021-02-02,history,2025-06-21T16:15:05.604313
1046,F*cking History,"[""The Captain""]",2020-08-11,history,2025-06-21T16:15:05.604313
1047,Our History Is the Future,"[""Nick Estes""]",2024-07-16,history,2025-06-21T16:15:05.604313
1048,The Structure of Scientific Revolutions,"[""Thomas S. Kuhn""]",2020,history,2025-06-21T16:15:05.604313
1049,History by HBO,"[""Rebecca Weeks""]",2022-07-12,history,2025-06-21T16:15:05.604313
1050,New Directions in Queer Oral History,"[""Clare Summerskill"", ""Amy Tooth Murphy"", ""Emma Vickers""]",2022-04-25,history,2025-06-21T16:15:05.604313
1051,The Practice of History in India,"[""Anirudh Deshpande""]",2021-10-14,history,2025-06-21T16:15:05.604313
1052,On History and Philosophers of History,"[""William Dray""]",2021-11-01,history,2025-06-21T16:15:05.604313
1053,Little Thieves,"[""Margaret Owen""]",2021-10-19,young adult,2025-06-21T22:15:07.145175
1054,Legendborn,"[""Tracy Deonn""]",2022-02,young adult,2025-06-21T22:15:07.145175
1055,Jagged Little Pill: The Novel,"[""Eric Smith"", ""Alanis Morissette"", ""Diablo Cody"", ""Glen Ballard""]",2022-04-26,young adult,2025-06-21T22:15:07.145175
1056,Du Iz Tak?,"[""Carson Ellis""]",2024-09-17,young adult,2025-06-21T22:15:07.145175
1057,Your Turn,"[""Julie Lythcott-Haims""]",2021-04-06,young adult,2025-06-21T22:15:07.145175
1058,Cemetery Boys,"[""Aiden Thomas""]",2020-09-01,young adult,2025-06-21T22:15:07.145175
1059,Adaptation in Young Adult Novels,"[""Dana E. Lawrence"", ""Amy L. Montz""]",2020-09-03,young adult,2025-06-21T22:15:07.145175
1060,The Invisible Life of Addie LaRue,"[""V. E. Schwab""]",2020-10-06,young adult,2025-06-21T22:15:07.145175
1061,The Savior's Sister,"[""Jenna Moreci""]",2020-09-29,young adult,2025-06-21T22:15:07.145175
1062,The Technology Trap,"[""Carl Benedikt Frey""]",2020-09-22,technology,2025-06-22T04:15:08.826769
1063,The Technology Fallacy,"[""Gerald C. Kane"", ""Anh Nguyen Phillips"", ""Jonathan R. Copulsky"", ""Garth R. Andrus""]",2022-08-23,technology,2025-06-22T04:15:08.826769
1064,Technology and Health,"[""Jihyun Kim""]",2020-03,technology,2025-06-22T04:15:08.826769
1065,A Kids Book About Technology,"[""Amber Case""]",2025-04-08,technology,2025-06-22T04:15:08.826769
1066,Technology and the Historian,"[""Adam Crymble""]",2021-04-13,technology,2025-06-22T04:15:08.826769
1067,Relating Through Technology,"[""Jeffrey A. Hall""]",2020-07-16,technology,2025-06-22T04:15:08.826769
1068,"Technology, Change and the Academic Library","[""Jeremy Atkinson""]",2020-09-22,technology,2025-06-22T04:15:08.826769
1069,Remembering and Forgetting in the Age of Technology,"[""Michelle D. Miller""]",2022,technology,2025-06-22T04:15:08.826769
1070,Handbook of Research on Applying Emerging Technologies Across Multiple Disciplines,"[""Marchisio, Emiliano""]",2022-04-08,technology,2025-06-22T04:15:08.826769
1071,Spencer Tracy,"[""James Curtis""]",2024-11-26,biography,2025-06-22T10:15:10.376669
1072,Anna,"[""Amy Odell""]",2022-05-03,biography,2025-06-22T10:15:10.376669
1073,A Biography of the Pixel,"[""Alvy Ray Smith""]",2021-08-03,biography,2025-06-22T10:15:10.376669
1074,Led Zeppelin,"[""Bob Spitz""]",2024-03-05,biography,2025-06-22T10:15:10.376669
1075,Francis Bacon,"[""Mark Stevens"", ""Annalyn Swan""]",2021-03-23,biography,2025-06-22T10:15:10.376669
1076,Paul,"[""Tom Wright""]",2020-02,biography,2025-06-22T10:15:10.376669
1077,A Cultural Biography of the Prostate,"[""Ericka Johnson""]",2021,biography,2025-06-22T10:15:10.376669
1078,Biographies in the History of Physics,"[""Christian Forstner"", ""Mark Walker""]",2020-07-22,biography,2025-06-22T10:15:10.376669
1079,The Psychology of Money,"[""Morgan Housel""]",2020-09-08,psychology,2025-06-22T16:15:11.998739
1080,What Is Psychology?,"[""Ellen E. Pastorino"", ""Susann M. Doyle-Portillo""]",2020-01-07,psychology,2025-06-22T16:15:11.998739
1081,The Psychology of Learning,"[""Jan De Houwer"", ""Sean Hughes""]",2020-09-01,psychology,2025-06-22T16:15:11.998739
1082,The Little Book of Psychology,"[""Emily Ralls"", ""Caroline Riggs""]",2021-10-05,psychology,2025-06-22T16:15:11.998739
1083,Psychology for Beginners,"[""Lara Bryan"", ""Eddie Reynolds"", ""Rosie Hall""]",2022-03,psychology,2025-06-22T16:15:11.998739
1084,"AP® Psychology Crash Course, For the New 2020 Exam, Book + Online","[""Larry Krieger""]",2020-03-19,psychology,2025-06-22T16:15:11.998739
1085,Self Care,"[""Leigh Stein""]",2020-06-30,booktok,2025-06-22T22:15:12.887015
1086,Brood,"[""Jackie Polzin""]",2021-03-09,booktok,2025-06-22T22:15:12.887015
1087,Will,"[""Will Smith""]",2021-11-09,booktok,2025-06-22T22:15:12.887015
1088,The Big One - the #BookTok Journal,"[""C. Fitzhenry""]",2021-10-20,booktok,2025-06-22T22:15:12.887015
1089,People We Meet on Vacation,"[""Emily Henry""]",2021-05-11,booktok,2025-06-22T22:15:12.887015
1090,One Breath Away,"[""Heather Gudenkauf""]",2020-03-16,booktok,2025-06-22T22:15:12.887015
1091,Fable,"[""Adrienne Young""]",2020-09-01,booktok,2025-06-22T22:15:12.887015
1092,These Hollow Vows,"[""Lexi Ryan""]",2021-07-20,booktok,2025-06-22T22:15:12.887015
1093,Lightlark (the Lightlark Saga Book 1),"[""Alex Aster""]",2023-09-12,booktok,2025-06-22T22:15:12.887015
1094,A Broken Blade,"[""Melissa Blair""]",2022-08-02,booktok,2025-06-22T22:15:12.887015
1095,The Low Desert,"[""Tod Goldberg""]",2022-02-22,booktok,2025-06-22T22:15:12.887015
1096,The Decoy Girlfriend,"[""Lillie Vale""]",2022-09-06,booktok,2025-06-22T22:15:12.887015
1097,A Bigger Picture,"[""Vanessa Nakate""]",2021,booktok,2025-06-22T22:15:12.887015
1098,Court,"[""Tracy Wolff""]",2022-02-01,booktok,2025-06-22T22:15:12.887015
1099,One Way or Another,"[""Kara McDowell""]",2020-10-06,booktok,2025-06-22T22:15:12.887015
1100,Dungeon Crawler Carl,"[""Matt Dinniman""]",2025-07-15,booktok,2025-06-22T22:15:12.887015
1101,Lucky Leap Day,"[""Ann Marie Walker""]",2022-01-18,booktok,2025-06-22T22:15:12.887015
1102,8 Days for Salvation,"[""Yolanda Olson""]",2021-10,booktok,2025-06-22T22:15:12.887015
1103,Deviant King,"[""Rina Kent""]",2021-08-30,booktok,2025-06-22T22:15:12.887015
1104,Cain's Jawbone,"[""Edward Powys Mathers""]",2023-11,booktok,2025-06-22T22:15:12.887015
1105,Sweet Sacrifice,"[""Ellie McLove"", ""Sav R. Miller""]",2021-02-26,booktok,2025-06-22T22:15:12.887015
1106,"Social Reading Cultures on BookTube, Bookstagram, and BookTok","[""Bronwyn Reddan"", ""Leonie Rutherford"", ""Amy Schoonens"", ""Michael Dezuanni""]",2024-04-30,booktok,2025-06-22T22:15:12.887015
1107,# BookTok Journal for 25 Books,"[""BookTok BookTok Press""]",2021-10-22,booktok,2025-06-22T22:15:12.887015
1108,#BookTok Journal,"[""Gold ATOM""]",2021-11-24,booktok,2025-06-22T22:15:12.887015
1109,The Reading Lives of Teens,"[""Chin Ee Loh""]",2024-11-04,booktok,2025-06-22T22:15:12.887015
1110,BookTok Journal for 200 Books,"[""Magizh Publications""]",2021-11-23,booktok,2025-06-22T22:15:12.887015
1111,Atravesados,"[""Trevor Boffone"", ""Cristina Herrera""]",2025-02-17,booktok,2025-06-22T22:15:12.887015
1112,BookTok Journal for 500 Books,"[""Magizh Publications""]",2021-11-23,booktok,2025-06-22T22:15:12.887015
1113,BookTok Made Me Read It (100 Books) BookTok Journal,"[""Blue Bird Books""]",2022-01-24,booktok,2025-06-22T22:15:12.887015
1114,Living Rent Free In My Head,"[""Dominique Davis""]",2022-08-02,booktok,2025-06-22T22:15:12.887015
1115,BookTok Made Me Read It (50 Books) BookTok Journal,"[""Blue Bird Books""]",2022-01-24,booktok,2025-06-22T22:15:12.887015
1116,The Routledge Companion to Media Audiences,"[""Annette Hill"", ""Peter Lunt""]",2024-09-27,booktok,2025-06-22T22:15:12.887015
1117,#booktok Journal,"[""inkHorse Publishing""]",2021-12,booktok,2025-06-22T22:15:12.887015
1118,Easily Distracted by Books & Cats (100 Books) BookTok Journal,"[""Blue Bird Books""]",2022-01-24,booktok,2025-06-22T22:15:12.887015
1119,How to Win Friends and Influence People,"[""N/A""]",2024-02-17,bestseller,2025-06-23T04:15:13.938328
1120,The Midnight Library: A GMA Book Club Pick,"[""Matt Haig""]",2020-09-29,bestseller,2025-06-23T04:15:13.938328
1121,Verity,"[""Colleen Hoover""]",2021-10-05,bestseller,2025-06-23T04:15:13.938328
1122,An All-in-One Guide to Become a Bestseller,"[""Ukiyoto""]",2023-05-05,bestseller,2025-06-23T04:15:13.938328
1123,Writing Bestsellers,"[""Kim Wilkins"", ""Lisa Bennett""]",2021-10-21,bestseller,2025-06-23T04:15:13.938328
1124,Corporate Compliance and Conformity,"[""Petter Gottschalk""]",2023-03-10,bestseller,2025-06-23T04:15:13.938328
1125,Cultural Capitalism,"[""Bradley A. Gorski""]",2025-03-15,bestseller,2025-06-23T04:15:13.938328
1126,Bestsellers of the Third Reich,"[""Christian Adam""]",2021-04-01,bestseller,2025-06-23T04:15:13.938328
1127,"Space, Place, and Bestsellers","[""Lisa Fletcher"", ""Elizabeth Leane""]",2024-06-30,bestseller,2025-06-23T04:15:13.938328
1128,Row the Boat,"[""Jon Gordon"", ""P.J. Fleck""]",2021-05-04,bestseller,2025-06-23T04:15:13.938328
1129,Bestsellers: Popular Fiction Since 1900,"[""Clive Bloom""]",2022-01-03,bestseller,2025-06-23T04:15:13.938328
1130,The Garden,"[""Jon Gordon""]",2020-05-21,bestseller,2025-06-23T04:15:13.938328
1131,Christmasly Obedient,"[""Julia Kent""]",2020-11-24,bestseller,2025-06-23T04:15:13.938328
1132,Allow Me to Retort,"[""Elie Mystal""]",2023-05-09,nyt bestseller,2025-06-23T10:15:15.157470
1133,Atlas of the Heart,"[""Bren\u00e9 Brown""]",2021-11-30,nyt bestseller,2025-06-23T10:15:15.157470
1134,Next Level Basic,"[""Stassi Schroeder""]",2022-09-06,nyt bestseller,2025-06-23T10:15:15.157470
1135,Say Nothing,"[""Patrick Radden Keefe""]",2020-02-25,nyt bestseller,2025-06-23T10:15:15.157470
1136,"Run, Rose, Run","[""James Patterson"", ""Dolly Parton""]",2022-03-07,nyt bestseller,2025-06-23T10:15:15.157470
1137,Hillbilly Elegy,"[""J D Vance""]",2024-10,nyt bestseller,2025-06-23T10:15:15.157470
1138,Four Thousand Weeks,"[""Oliver Burkeman""]",2021-08-26,nyt bestseller,2025-06-23T10:15:15.157470
1139,If We Were Giants,"[""Dave Matthews"", ""Clete Barrett Smith""]",2020-03-03,nyt bestseller,2025-06-23T10:15:15.157470
1140,In Love,"[""Amy Bloom""]",2022-03-08,nyt bestseller,2025-06-23T10:15:15.157470
1141,C Is for Country,"[""Lil Nas X""]",2021-01-05,nyt bestseller,2025-06-23T10:15:15.157470
1142,The Paris Apartment,"[""Lucy Foley""]",2022-02-22,nyt bestseller,2025-06-23T10:15:15.157470
1143,One Italian Summer,"[""Rebecca Serle""]",2022-03,nyt bestseller,2025-06-23T10:15:15.157470
1144,The Wisdom of Crowds,"[""Joe Abercrombie""]",2021-09-14,nyt bestseller,2025-06-23T10:15:15.157470
1145,American Crisis,"[""Andrew Cuomo""]",2020-10-13,nyt bestseller,2025-06-23T10:15:15.157470
1146,The Club,"[""Ellery Lloyd""]",2022-03-01,nyt bestseller,2025-06-23T10:15:15.157470
1147,How Do I Un-Remember This?,"[""Danny Pellegrino""]",2022-03-08,nyt bestseller,2025-06-23T10:15:15.157470
1148,Verity,"[""Colleen Hoover""]",2021-10-05,nyt bestseller,2025-06-23T10:15:15.157470
1149,Stolen Focus,"[""Johann Hari""]",2023,nyt bestseller,2025-06-23T10:15:15.157470
1150,Good Enough,"[""Kate Bowler"", ""Jessica Richie""]",2022-02-17,nyt bestseller,2025-06-23T10:15:15.157470
1151,For the Wolf,"[""Hannah Whitten""]",2021-06-01,nyt bestseller,2025-06-23T10:15:15.157470
1152,The Love of My Life,"[""Rosie Walsh""]",2023,nyt bestseller,2025-06-23T10:15:15.157470
1153,Writing Bestsellers,"[""Kim Wilkins"", ""Lisa Bennett""]",2021-10-21,nyt bestseller,2025-06-23T10:15:15.157470
1154,Bestseller Book Launch Plan,"[""Dale L. Roberts""]",2025-03-01,nyt bestseller,2025-06-23T10:15:15.157470
1155,Chasing Homer,"[""L\u00e1szl\u00f3 Krasznahorkai""]",2021-11-02,new release fiction,2025-06-23T16:15:16.192360
1156,How High?--That High,"[""Diane Williams""]",2021-10-12,new release fiction,2025-06-23T16:15:16.192360
1157,The Midnight Library: A GMA Book Club Pick,"[""Matt Haig""]",2020-09-29,new release fiction,2025-06-23T16:15:16.192360
1158,My Annihilation,"[""Fuminori Nakamura""]",2022-01-11,new release fiction,2025-06-23T16:15:16.192360
1159,The Book of Mother,"[""Violaine Huisman""]",2021-10-19,new release fiction,2025-06-23T16:15:16.192360
1160,The Survivors,"[""Alex Schulman""]",2021-10-05,new release fiction,2025-06-23T16:15:16.192360
1161,Glory,"[""NoViolet Bulawayo""]",2022-03-08,new release fiction,2025-06-23T16:15:16.192360
1162,Medusa's Ankles,"[""A. S. Byatt""]",2021-11-23,new release fiction,2025-06-23T16:15:16.192360
1163,Fiona and Jane,"[""Jean Chen Ho""]",2023-01-03,new release fiction,2025-06-23T16:15:16.192360
1164,Five Tuesdays in Winter,"[""Lily King""]",2021-11-02,new release fiction,2025-06-23T16:15:16.192360
1165,Phantom Game,"[""Christine Feehan""]",2022-03-01,new release fiction,2025-06-23T16:15:16.192360
1166,"When I'm Gone, Look for Me in the East","[""Quan Barry""]",2022-02-22,new release fiction,2025-06-23T16:15:16.192360
1167,Devil House,"[""John Darnielle""]",2022-01-25,new release fiction,2025-06-23T16:15:16.192360
1168,Other People's Clothes,"[""Calla Henkel""]",2022-02-01,new release fiction,2025-06-23T16:15:16.192360
1169,Booth,"[""Karen Joy Fowler""]",2023-02-07,new release fiction,2025-06-23T16:15:16.192360
1170,Checkout 19,"[""Claire-Louise Bennett""]",2022-03-01,new release fiction,2025-06-23T16:15:16.192360
1171,The High House,"[""Jessie Greengrass""]",2022-01-04,new release fiction,2025-06-23T16:15:16.192360
1172,Vagabonds!,"[""Eloghosa Osunde""]",2023-02-28,new release fiction,2025-06-23T16:15:16.192360
1173,House of Hollow,"[""Krystal Sutherland""]",2022-03-01,new release fiction,2025-06-23T16:15:16.192360
1174,What Sammy Knew,"[""David Laskin""]",2022-03-15,new release fiction,2025-06-23T16:15:16.192360
1175,The Women of Chateau Lafayette,"[""Stephanie Dray""]",2022-03-15,new release fiction,2025-06-23T16:15:16.192360
1176,The Leaving,"[""Jumi Bello""]",2022,new release fiction,2025-06-23T16:15:16.192360
1177,The Club,"[""Ellery Lloyd""]",2022-03-01,new release fiction,2025-06-23T16:15:16.192360
1178,I Love You But I've Chosen Darkness,"[""Claire Vaye Watkins""]",2021-10-05,new release fiction,2025-06-23T16:15:16.192360
1179,Strangers I Know,"[""Claudia Durastanti""]",2022-02-01,new release fiction,2025-06-23T16:15:16.192360
1180,Treading on Ashes,"[""Steve Heuzinkveld""]",2021-09-16,new release fiction,2025-06-23T16:15:16.192360
1181,How Do I Feel?,"[""Rebekah Lipp"", ""Craig Phillips"", ""Nicola McCloy""]",2021,new release fiction,2025-06-23T16:15:16.192360
1182,Woman on Fire,"[""Lisa Barr""]",2022-03-25,new release fiction,2025-06-23T16:15:16.192360
1183,Vladimir,"[""Julia May Jonas""]",2022-02-23,new release fiction,2025-06-23T16:15:16.192360
1184,Steal,"[""James Patterson"", ""Howard Roughan""]",2022-02-08,new release fiction,2025-06-23T16:15:16.192360
1185,The Love of My Life,"[""Rosie Walsh""]",2023,new release fiction,2025-06-23T16:15:16.192360
1186,7 FIGURE FICTION,"[""T. Taylor""]",2021-09-04,new release fiction,2025-06-23T16:15:16.192360
1187,The Heart Of An Eye,"[""Iulia C. Bocaneala""]",2020-08-26,new release fiction,2025-06-23T16:15:16.192360
1188,52 Award-Winning Titles Every Book Lover Should Read,"[""American Library Association (ALA)""]",2021-12-07,award winning books,2025-06-23T22:15:17.226612
1189,Hyde,"[""Craig Russell""]",2024-09-17,award winning books,2025-06-23T22:15:17.226612
1190,Begin Again,"[""Eddie S. Glaude Jr.""]",2020-06-30,award winning books,2025-06-23T22:15:17.226612
1191,The Companion,"[""Katie Alender""]",2021-08-24,award winning books,2025-06-23T22:15:17.226612
1192,How to Win Friends and Influence People,"[""N/A""]",2024-02-17,award winning books,2025-06-23T22:15:17.226612
1193,What Strange Paradise,"[""Omar El Akkad""]",2021-07-20,award winning books,2025-06-23T22:15:17.226612
1194,Harrow,"[""Joy Williams""]",2021-09-14,award winning books,2025-06-23T22:15:17.226612
1195,On Earth We're Briefly Gorgeous,"[""Ocean Vuong""]",2021-06-01,award winning books,2025-06-23T22:15:17.226612
1196,The Ground Breaking,"[""Scott Ellsworth""]",2021-05-20,award winning books,2025-06-23T22:15:17.226612
1197,The Sirens of Mars,"[""Sarah Stewart Johnson""]",2020-07-07,award winning books,2025-06-23T22:15:17.226612
1198,Interior Chinatown,"[""Charles Yu""]",2020-11-17,award winning books,2025-06-23T22:15:17.226612
1199,Eleanor Oliphant Is Completely Fine,"[""Gail Honeyman""]",2021-04-27,award winning books,2025-06-23T22:15:17.226612
1200,Three Award-Winning Books. Three Kinds of Help.,"[""Harriet Hodgson""]",2024-09-19,award winning books,2025-06-23T22:15:17.226612
1201,"Fourth International Handbook of Globalisation, Education and Policy Research","[""Joseph Zajda""]",2024-12-04,award winning books,2025-06-23T22:15:17.226612
1202,It Happened One Summer,"[""Tessa Bailey""]",2021-07-13,romance,2025-06-24T04:15:18.239269
1203,The Ancient Romances,"[""Ben E. Perry""]",2023-07-28,romance,2025-06-24T04:15:18.239269
1204,"Historicizing the Enlightenment, Volume 2","[""Michael McKeon""]",2023-07-14,romance,2025-06-24T04:15:18.239269
